,X,Y,Primary_original,Secondary_original,Primary,Secondary
24,100,200,0.906525171561942,0.1883868913459889,-1.015222018481258,-1.4395314748540229
25,100,250,1.0007463610801615,0.040958977730058466,-0.8964733501091706,-1.695397723789954
26,100,300,1.0433723183236363,-0.1395511253282066,-0.859617351532025,-2.3608638487245774
27,100,350,1.2039707316446606,0.252725446247531,-0.7224790472652536,-1.200358849204386
28,100,400,1.2452584719365338,0.41279660965977655,-0.690308821814189,-0.9741138621220896
29,100,450,1.6949072143393935,0.9303316412956195,-0.5977601317071934,0.012533476236361585
30,150,0,3.235182326493338,1.1651281837409753,-0.2663106179802954,0.4261480227328567
31,150,50,3.1008074789570648,1.0105481809865429,-0.29237490417614764,0.2147015653236899
32,150,100,2.5115920431078815,0.7890161944092247,-0.3451255440850647,-0.29237490417614764
33,150,150,2.185635699066436,0.8412577081208917,-0.48172686305347234,-0.18911841971379872
34,150,200,2.2525778310225486,0.5273539976692915,-0.42614802273285535,-0.690308821814189
35,150,250,2.2168261093012664,0.2277779245534709,-0.45376220461371375,-1.2535654323309111
36,150,300,2.00735074682745,0.5097554065020165,-0.5100734689984785,-0.8238936191965995
37,150,350,2.2832152560665384,0.43027292947947593,-0.3988550804012392,-0.8964733501091706
38,150,400,2.415783643503893,0.5848893044830418,-0.3718561033918859,-0.5977601317071934
39,150,450,2.6881230681210275,0.9822081525588651,-0.318639374549206,0.138304194913909
40,200,0,4.3499094689115205,1.2480075489756393,-0.012533476236360697,0.597760131707195
41,200,50,4.26254434537848,1.352255551862466,-0.03760828273195638,0.7554150193016491
42,200,100,3.9610977377933554,0.9625232022553257,-0.08784482338450439,0.06270676635420358
43,200,150,4.029985324713626,0.9472783887731963,-0.06270676635420203,0.03760828273195749
44,200,200,3.635593736990319,0.7002903256216009,-0.163658476081316,-0.3988550804012392
45,200,250,3.251873544446831,0.4269292756652789,-0.2404260323203553,-0.93458927642637
46,200,300,3.273549733027919,0.5856114355902557,-0.21470156532368834,-0.5680515063892866
47,200,350,3.2895473938671755,0.4480607083034651,-0.18911841971379872,-0.859617351532025
48,200,400,3.7565017553623896,0.8730319600059273,-0.1130385259230029,-0.13830419491390789
49,200,450,3.745809145799144,1.0490095196418918,-0.13830419491390789,0.26631061798029676
50,250,0,5.644602747826112,1.4135945346517107,0.2147015653236899,0.8238936191966013
51,250,50,5.730713032648153,1.6140350435118636,0.2404260323203562,1.2003588492043886
52,250,100,5.497812728317452,1.5607661810591957,0.1636584760813169,1.0581216036599028
53,250,150,5.228384819487804,1.4987320894112934,0.138304194913909,0.9345892764263721
54,250,200,4.709629895209936,0.7928545459773052,0.03760828273195749,-0.2663106179802954
55,250,250,4.83944391278233,0.6890972516272889,0.06270676635420358,-0.45376220461371375
56,250,300,4.685361162792045,0.8540757122391377,0.012533476236361585,-0.163658476081316
57,250,350,5.033618461860553,0.5697054637831105,0.11303852592300379,-0.6280060175593118
58,250,400,5.032167616009748,1.1933583561236105,0.08784482338450572,0.45376220461371464
59,250,450,5.6010338540021385,0.99224060958159,0.1891184197137996,0.1636584760813169
60,300,0,7.062274281107323,1.5766518326300911,0.51007346899848,1.103062543402308
61,300,50,7.036176288670812,1.640402709489239,0.4817268630534739,1.3722038093362132
62,300,100,6.660306012480252,1.4116055620485988,0.4261480227328567,0.789191643418867
63,300,150,6.386787157514282,1.3428445692289095,0.371856103391887,0.7224790472652551
64,300,200,6.134292366559547,0.7819750511704763,0.31863937454920777,-0.318639374549206
65,300,250,6.18028901616806,0.7611692805039401,0.34512554408506557,-0.3451255440850647
66,300,300,5.943773834818436,0.7085766881443615,0.26631061798029676,-0.3718561033918859
67,300,350,6.122917497076893,0.9147582704671924,0.29237490417614875,-0.03760828273195638
68,300,400,6.554391244456715,1.2210835586761382,0.39885508040124074,0.5388360404768167
69,300,450,6.73185059021018,1.5444403050203541,0.45376220461371464,1.0152220184812601
70,350,0,8.025497687888446,1.931184739502945,0.9345892764263721,1.9599639986264235
71,350,50,8.03095869261413,1.8645337745579353,0.9741138621220918,1.8119106879055136
72,350,100,7.57267479327796,1.6097151511452683,0.6903088218141903,1.1503493693179934
73,350,150,7.285551187726167,1.0964458040247127,0.5388360404768167,0.31863937454920777
74,350,200,7.321493219035835,0.8012079880122989,0.5680515063892879,-0.2404260323203553
75,350,250,7.507581956663194,0.9670577055923127,0.6280060175593136,0.11303852592300379
76,350,300,7.3767228933609745,0.6858152295061674,0.597760131707195,-0.48172686305347234
77,350,350,7.58249262708727,0.904865590949508,0.7224790472652551,-0.08784482338450439
78,350,400,7.528782461068991,1.2948748846937608,0.6588376932373565,0.6588376932373565
79,350,450,7.639708943882608,1.4848117661346636,0.7554150193016491,0.8964733501091728
80,400,0,8.919003956283825,1.8500067400778921,2.170090386437997,1.6953977237899607
81,400,50,8.503613025852012,1.7583729751240305,1.4395314748540273,1.5981931507522913
82,400,100,8.049002858655326,1.6946427026902438,1.0152220184812601,1.4395314748540273
83,400,150,8.27013730536809,1.6377010135215502,1.3722038093362132,1.3105791091122256
84,400,200,8.105981640658225,0.9073493200948148,1.1503493693179934,-0.06270676635420203
85,400,250,7.894704709385228,0.9631466536584197,0.789191643418867,0.08784482338450572
86,400,300,8.002236436312863,1.125010255082186,0.8596173515320268,0.34512554408506557
87,400,350,8.01391349999377,1.1497386679965838,0.8964733501091728,0.39885508040124074
88,400,400,8.189755852629334,1.2591589495607474,1.2003588492043886,0.6280060175593136
89,400,450,8.255206384529059,1.6292004613812485,1.3105791091122256,1.2535654323309147
90,450,0,8.98057668504643,2.0613369392453884,2.5758292976711585,2.170090386437997
91,450,50,8.74680887927094,2.0764294203244384,1.9599639986264235,2.5758292976711585
92,450,100,8.663861045391426,1.4794390765187506,1.6953977237899607,0.8596173515320268
93,450,150,8.733146757804935,1.3185198206370512,1.8119106879055136,0.6903088218141903
94,450,200,8.223700346028354,1.2336193945742162,1.2535654323309147,0.5680515063892879
95,450,250,8.086659111162058,1.0951585059590112,1.103062543402308,0.29237490417614875
96,450,300,7.906835829523397,1.0475224572013218,0.8238936191966013,0.2404260323203562
97,450,350,8.530752091592062,1.2020398467128293,1.5981931507522913,0.4817268630534739
98,450,400,8.081547377945578,1.5114555942593042,1.0581216036599028,0.9741138621220918
99,450,450,8.515478948421197,1.7233717998058933,1.5141018951186718,1.5141018951186718
