,X,Y,Primary_original,Secondary_original,Primary,Secondary
28,100,400,46.852868531952446,10.147131468047556,1.5141018951186718,-1.4395314748540229
29,100,450,46.883022221559486,10.11697777844051,1.6953977237899607,-1.5981931507522855
30,150,0,45.75,11.25,-0.48172686305347234,0.51007346899848
31,150,50,45.78015368960705,11.219846310392954,-0.42614802273285535,0.45376220461371464
32,150,100,45.866977778440514,11.13302222155949,-0.29237490417614764,0.31863937454920777
33,150,150,46.0,11.0,0.11303852592300379,0.11303852592300379
34,150,200,46.16317591116653,10.836824088833465,0.371856103391887,-0.3451255440850647
35,150,250,46.33682408883347,10.663175911166535,0.6280060175593136,-0.5977601317071934
36,150,300,46.5,10.5,0.8596173515320268,-0.859617351532025
37,150,350,46.633022221559486,10.36697777844051,1.103062543402308,-1.0581216036599006
38,150,400,46.71984631039295,10.280153689607046,1.2003588492043886,-1.1503493693179911
39,150,450,46.75,10.25,1.3105791091122256,-1.2535654323309111
40,200,0,45.58682408883347,11.413175911166535,-0.7224790472652536,0.7554150193016491
41,200,50,45.616977778440514,11.38302222155949,-0.6588376932373551,0.6903088218141903
42,200,100,45.703801867273974,11.296198132726024,-0.5388360404768153,0.5680515063892879
43,200,150,45.83682408883347,11.163175911166535,-0.3451255440850647,0.371856103391887
44,200,200,46.0,11.0,0.11303852592300379,0.11303852592300379
45,200,250,46.173648177666934,10.82635182233307,0.39885508040124074,-0.3988550804012392
46,200,300,46.33682408883347,10.663175911166535,0.6280060175593136,-0.5977601317071934
47,200,350,46.46984631039295,10.530153689607046,0.8238936191966013,-0.7891916434188654
48,200,400,46.55667039922642,10.44332960077358,0.9345892764263721,-0.8964733501091706
49,200,450,46.58682408883347,10.413175911166535,1.0152220184812601,-0.9741138621220896
50,250,0,45.41317591116653,11.586824088833465,-0.9741138621220896,1.0152220184812601
51,250,50,45.44332960077358,11.55667039922642,-0.8964733501091706,0.9345892764263721
52,250,100,45.53015368960705,11.469846310392954,-0.7891916434188654,0.8238936191966013
53,250,150,45.66317591116653,11.336824088833465,-0.5977601317071934,0.6280060175593136
54,250,200,45.826351822333066,11.17364817766693,-0.3988550804012392,0.39885508040124074
55,250,250,46.0,11.0,0.11303852592300379,0.11303852592300379
56,250,300,46.16317591116653,10.836824088833465,0.371856103391887,-0.3451255440850647
57,250,350,46.296198132726026,10.703801867273976,0.5680515063892879,-0.5388360404768153
58,250,400,46.383022221559486,10.61697777844051,0.6903088218141903,-0.6588376932373551
59,250,450,46.41317591116653,10.586824088833465,0.7554150193016491,-0.7224790472652536
60,300,0,45.25,11.75,-1.2535654323309111,1.3105791091122256
61,300,50,45.28015368960705,11.719846310392954,-1.1503493693179911,1.2003588492043886
62,300,100,45.366977778440514,11.63302222155949,-1.0581216036599006,1.103062543402308
63,300,150,45.5,11.5,-0.859617351532025,0.8596173515320268
64,300,200,45.66317591116653,11.336824088833465,-0.5977601317071934,0.6280060175593136
65,300,250,45.83682408883347,11.163175911166535,-0.3451255440850647,0.371856103391887
66,300,300,46.0,11.0,0.11303852592300379,0.11303852592300379
67,300,350,46.133022221559486,10.86697777844051,0.31863937454920777,-0.29237490417614764
68,300,400,46.21984631039295,10.780153689607046,0.45376220461371464,-0.42614802273285535
69,300,450,46.25,10.75,0.51007346899848,-0.48172686305347234
70,350,0,45.116977778440514,11.88302222155949,-1.5981931507522855,1.6953977237899607
71,350,50,45.147131468047554,11.852868531952442,-1.4395314748540229,1.4395314748540273
72,350,100,45.23395555688102,11.766044443118979,-1.3722038093362094,1.3722038093362132
73,350,150,45.366977778440514,11.63302222155949,-1.0581216036599006,1.103062543402308
74,350,200,45.53015368960705,11.469846310392954,-0.7891916434188654,0.8238936191966013
75,350,250,45.703801867273974,11.296198132726024,-0.5388360404768153,0.5680515063892879
76,350,300,45.866977778440514,11.13302222155949,-0.29237490417614764,0.31863937454920777
77,350,350,46.0,11.0,0.11303852592300379,0.11303852592300379
78,350,400,46.08682408883347,10.913175911166535,0.2147015653236899,-0.18911841971379872
79,350,450,46.116977778440514,10.88302222155949,0.26631061798029676,-0.2404260323203553
80,400,0,45.03015368960705,11.969846310392954,-1.9599639986264128,2.170090386437997
81,400,50,45.060307379214095,11.939692620785909,-1.8119106879055051,1.8119106879055136
82,400,100,45.147131468047554,11.852868531952444,-1.4395314748540229,1.5141018951186718
83,400,150,45.28015368960705,11.719846310392954,-1.1503493693179911,1.2003588492043886
84,400,200,45.44332960077358,11.55667039922642,-0.8964733501091706,0.9345892764263721
85,400,250,45.616977778440514,11.38302222155949,-0.6588376932373551,0.6903088218141903
86,400,300,45.78015368960705,11.219846310392954,-0.42614802273285535,0.45376220461371464
87,400,350,45.91317591116653,11.086824088833465,-0.18911841971379872,0.2147015653236899
88,400,400,46.0,11.0,0.11303852592300379,0.11303852592300379
89,400,450,46.03015368960705,10.969846310392954,0.1636584760813169,-0.13830419491390789
90,450,0,45.0,12.0,-2.065027192532196,2.5758292976711585
91,450,50,45.03015368960705,11.969846310392954,-1.9599639986264128,2.170090386437997
92,450,100,45.116977778440514,11.88302222155949,-1.5981931507522855,1.6953977237899607
93,450,150,45.25,11.75,-1.2535654323309111,1.3105791091122256
94,450,200,45.41317591116653,11.586824088833465,-0.9741138621220896,1.0152220184812601
95,450,250,45.58682408883347,11.413175911166535,-0.7224790472652536,0.7554150193016491
96,450,300,45.75,11.25,-0.48172686305347234,0.51007346899848
97,450,350,45.883022221559486,11.11697777844051,-0.2404260323203553,0.26631061798029676
98,450,400,45.96984631039295,11.030153689607046,-0.13830419491390789,0.1636584760813169
99,450,450,46.0,11.0,0.11303852592300379,0.11303852592300379
